link,title
https://dl.acm.org/doi/10.1145/3394486.3403200,Leveraging Model Inherent Variable Importance for Stable Online Feature Selection.
https://dl.acm.org/doi/10.1145/3394486.3403201,Multi-level Graph Convolutional Networks for Cross-platform Anchor Link Prediction.
https://dl.acm.org/doi/10.1145/3394486.3403202,Evaluating Conversational Recommender Systems via User Simulation.
https://dl.acm.org/doi/10.1145/3394486.3403203,Measuring Model Complexity of Neural Networks with Curve Activation Functions.
https://dl.acm.org/doi/10.1145/3394486.3403204,Diverse Rule Sets.
https://dl.acm.org/doi/10.1145/3394486.3403205,Vamsa: Automated Provenance Tracking in Data Science Scripts.
https://dl.acm.org/doi/10.1145/3394486.3403206,Deep State-Space Generative Model For Correlated Time-to-Event Predictions.
https://dl.acm.org/doi/10.1145/3394486.3403207,Meta-learning on Heterogeneous Information Networks for Cold-start Recommendation.
https://dl.acm.org/doi/10.1145/3394486.3403208,WavingSketch: An Unbiased and Generic Sketch for Finding Top-k Items in Data Streams.
https://dl.acm.org/doi/10.1145/3394486.3403209,Dynamic Knowledge Graph based Multi-Event Forecasting.
https://dl.acm.org/doi/10.1145/3394486.3403210,A Geometric Approach to Predicting Bounds of Downstream Model Performance.
https://dl.acm.org/doi/10.1145/3394486.3403211,Context-to-Session Matching: Utilizing Whole Session for Response Selection in Information-Seeking Dialogue Systems.
https://dl.acm.org/doi/10.1145/3394486.3403212,HOLMES: Health OnLine Model Ensemble Serving for Deep Learning Models in Intensive Care Units.
https://dl.acm.org/doi/10.1145/3394486.3403213,LogPar: Logistic PARAFAC2 Factorization for Temporal Binary Data with Missing Values.
https://dl.acm.org/doi/10.1145/3394486.3403214,RECORD: Resource Constrained Semi-Supervised Learning under Distribution Shift.
https://dl.acm.org/doi/10.1145/3394486.3403215,Statistically Significant Pattern Mining with Ordinal Utility.
https://dl.acm.org/doi/10.1145/3394486.3403217,Certifiable Robustness of Graph Convolutional Networks under Structure Perturbations.
https://dl.acm.org/doi/10.1145/3394486.3403218,Understanding Negative Sampling in Graph Representation Learning.
https://dl.acm.org/doi/10.1145/3394486.3403219,Aligning Superhuman AI with Human Behavior: Chess as a Model System.
https://dl.acm.org/doi/10.1145/3394486.3403220,Heidegger: Interpretable Temporal Causal Discovery.
https://dl.acm.org/doi/10.1145/3394486.3403221,Interpretable Deep Graph Generation with Node-edge Co-disentanglement.
https://dl.acm.org/doi/10.1145/3394486.3403222,Minimizing Localized Ratio Cut Objectives in Hypergraphs.
https://dl.acm.org/doi/10.1145/3394486.3403223,RECIPTOR: An Effective Pretrained Model for Recipe Representation Learning.
https://dl.acm.org/doi/10.1145/3394486.3403224,Hyperbolic Distance Matrices.
https://dl.acm.org/doi/10.1145/3394486.3403225,RayS: A Ray Searching Method for Hard-label Adversarial Attack.
https://dl.acm.org/doi/10.1145/3394486.3403226,On Sampled Metrics for Item Recommendation.
https://dl.acm.org/doi/10.1145/3394486.3403227,ALO-NMF: Accelerated Locality-Optimized Non-negative Matrix Factorization.
https://dl.acm.org/doi/10.1145/3394486.3403228,Multi-Source Deep Domain Adaptation with Weak Supervision for Time-Series Sensor Data.
https://dl.acm.org/doi/10.1145/3394486.3403229,Counterfactual Evaluation of Slate Recommendations with Sequential Reward Interactions.
https://dl.acm.org/doi/10.1145/3394486.3403230,TAdaNet: Task-Adaptive Network for Graph-Enriched Meta-Learning.
https://dl.acm.org/doi/10.1145/3394486.3403231,Unsupervised Paraphrasing via Deep Reinforcement Learning.
https://dl.acm.org/doi/10.1145/3394486.3403232,CICLAD: A Fast and Memory-efficient Closed Itemset Miner for Streams.
https://dl.acm.org/doi/10.1145/3394486.3403233,Graph Attention Networks over Edge Content-Based Channels.
https://dl.acm.org/doi/10.1145/3394486.3403234,Multimodal Learning with Incomplete Modalities by Knowledge Distillation.
https://dl.acm.org/doi/10.1145/3394486.3403235,Estimating the Percolation Centrality of Large Networks through Pseudo-dimension Theory.
https://dl.acm.org/doi/10.1145/3394486.3403236,TinyGNN: Learning Efficient Graph Neural Networks.
https://dl.acm.org/doi/10.1145/3394486.3403237,GPT-GNN: Generative Pre-Training of Graph Neural Networks.
https://dl.acm.org/doi/10.1145/3394486.3403238,Parameterized Correlation Clustering in Hypergraphs and Bipartite Graphs.
https://dl.acm.org/doi/10.1145/3394486.3403239,Prioritized Restreaming Algorithms for Balanced Graph Partitioning.
https://dl.acm.org/doi/10.1145/3394486.3403240,A Non-Iterative Quantile Change Detection Method in Mixture Model with Heavy-Tailed Components.
https://dl.acm.org/doi/10.1145/3394486.3403241,AdvMind: Inferring Adversary Intent of Black-Box Attacks.
https://dl.acm.org/doi/10.1145/3394486.3403242,Hierarchical Topic Mining via Joint Spherical Tree and Text Embedding.
https://dl.acm.org/doi/10.1145/3394486.3403243,Combinatorial Black-Box Optimization with Expert Advice.
https://dl.acm.org/doi/10.1145/3394486.3403244,CoRel: Seed-Guided Topical Taxonomy Construction by Concept Learning and Relation Transferring.
https://dl.acm.org/doi/10.1145/3394486.3403245,Treatment Policy Learning in Multiobjective Settings with Fully Observed Outcomes.
https://dl.acm.org/doi/10.1145/3394486.3403246,List-wise Fairness Criterion for Point Processes.
https://dl.acm.org/doi/10.1145/3394486.3403247,Neural Subgraph Isomorphism Counting.
https://dl.acm.org/doi/10.1145/3394486.3403248,Hypergraph Clustering Based on PageRank.
https://dl.acm.org/doi/10.1145/3394486.3403249,DeepSinger: Singing Voice Synthesis with Data Mined From the Web.
https://dl.acm.org/doi/10.1145/3394486.3403250,Scaling Choice Models of Relational Social Data.
https://dl.acm.org/doi/10.1145/3394486.3403251,Deep Exogenous and Endogenous Influence Combination for Social Chatter Intensity Prediction.
https://dl.acm.org/doi/10.1145/3394486.3403252,Geography-Aware Sequential Location Recommendation.
https://dl.acm.org/doi/10.1145/3394486.3403253,Dual Channel Hypergraph Collaborative Filtering.
https://dl.acm.org/doi/10.1145/3394486.3403254,A Framework for Recommending Accurate and Diverse Items Using Bayesian Graph Convolutional Neural Networks.
https://dl.acm.org/doi/10.1145/3394486.3403255,Learning Based Distributed Tracking.
https://dl.acm.org/doi/10.1145/3394486.3403256,Tight Sensitivity Bounds For Smaller Coresets.
https://dl.acm.org/doi/10.1145/3394486.3403257,GHashing: Semantic Graph Hashing for Approximate Similarity Search in Graph Databases.
https://dl.acm.org/doi/10.1145/3394486.3403258,Interactive Path Reasoning on Graph for Conversational Recommendation.
https://dl.acm.org/doi/10.1145/3394486.3403259,Algorithmic Aspects of Temporal Betweenness.
https://dl.acm.org/doi/10.1145/3394486.3403260,Non-Linear Mining of Social Activities in Tensor Streams.
https://dl.acm.org/doi/10.1145/3394486.3403261,DeepLine: AutoML Tool for Pipelines Generation using Deep Reinforcement Learning and Hierarchical Actions Filtering.
https://dl.acm.org/doi/10.1145/3394486.3403262,On Sampling Top-K Recommendation Evaluation.
https://dl.acm.org/doi/10.1145/3394486.3403263,Algorithmic Decision Making with Conditional Fairness.
https://dl.acm.org/doi/10.1145/3394486.3403264,Semi-supervised Collaborative Filtering by Text-enhanced Domain Adaptation.
https://dl.acm.org/doi/10.1145/3394486.3403265,Rich Information is Affordable: A Systematic Performance Analysis of Second-order Optimization Using K-FAC.
https://dl.acm.org/doi/10.1145/3394486.3403266,Voronoi Graph Traversal in High Dimensions with Applications to Topological Data Analysis and Piecewise Linear Interpolation.
https://dl.acm.org/doi/10.1145/3394486.3403267,MCRapper: Monte-Carlo Rademacher Averages for Poset Families and Approximate Pattern Mining.
https://dl.acm.org/doi/10.1145/3394486.3403268,REA: Robust Cross-lingual Entity Alignment Between Knowledge Graphs.
https://dl.acm.org/doi/10.1145/3394486.3403269,Stable Learning via Differentiated Variable Decorrelation.
https://dl.acm.org/doi/10.1145/3394486.3403270,Learning Stable Graphs from Multiple Environments with Selection Bias.
https://dl.acm.org/doi/10.1145/3394486.3403271,Fast RobustSTL: Efficient and Robust Seasonal-Trend Decomposition for Time Series with Complex Patterns.
https://dl.acm.org/doi/10.1145/3394486.3403272,CurvaNet: Geometric Deep Learning based on Directional Curvature for 3D Shape Analysis.
https://dl.acm.org/doi/10.1145/3394486.3403273,Attentional Multi-graph Convolutional Network for Regional Economy Prediction with Open Migration Data.
https://dl.acm.org/doi/10.1145/3394486.3403274,Octet: Online Catalog Taxonomy Enrichment with Self-Supervision.
https://dl.acm.org/doi/10.1145/3394486.3403275,TIMME: Twitter Ideology-detection via Multi-task Multi-relational Embedding.
https://dl.acm.org/doi/10.1145/3394486.3403276,"Knowing your FATE: Friendship, Action and Temporal Explanations for User Engagement Prediction on Social Apps."
https://dl.acm.org/doi/10.1145/3394486.3403277,Sub-Matrix Factorization for Real-Time Vote Prediction.
https://dl.acm.org/doi/10.1145/3394486.3403278,Temporal-Contextual Recommendation in Real-Time.
https://dl.acm.org/doi/10.1145/3394486.3403279,OptMatch: Optimized Matchmaking via Modeling the High-Order Interactions on the Arena.
https://dl.acm.org/doi/10.1145/3394486.3403280,PinnerSage: Multi-Modal User Embedding Framework for Recommendations at Pinterest.
https://dl.acm.org/doi/10.1145/3394486.3403281,"Polestar: An Intelligent, Efficient and National-Wide Public Transportation Routing Engine."
https://dl.acm.org/doi/10.1145/3394486.3403282,Context-Aware Attentive Knowledge Tracing.
https://dl.acm.org/doi/10.1145/3394486.3403283,Improving Movement Predictions of Traffic Actors in Bird's-Eye View Models using GANs and Differentiable Trajectory Rasterization.
https://dl.acm.org/doi/10.1145/3394486.3403284,M2GRL: A Multi-task Multi-view Graph Representation Learning Framework for Web-scale Recommender Systems.
https://dl.acm.org/doi/10.1145/3394486.3403285,Attribute-based Propensity for Unbiased Learning in Recommender Systems: Algorithm and Case Studies.
https://dl.acm.org/doi/10.1145/3394486.3403286,Predicting Individual Treatment Effects of Large-scale Team Competitions in a Ride-sharing Economy.
https://dl.acm.org/doi/10.1145/3394486.3403287,Cellular Network Radio Propagation Modeling with Deep Convolutional Neural Networks.
https://dl.acm.org/doi/10.1145/3394486.3403288,Neural Input Search for Large Scale Recommendation Models.
https://dl.acm.org/doi/10.1145/3394486.3403289,Easy Perturbation EEG Algorithm for Spectral Importance (easyPEASI): A Simple Method to Identify Important Spectral Features of EEG in Deep Learning Models.
https://dl.acm.org/doi/10.1145/3394486.3403290,Building Continuous Integration Services for Machine Learning.
https://dl.acm.org/doi/10.1145/3394486.3403291,Learning to Cluster Documents into Workspaces Using Large Scale Activity Logs.
https://dl.acm.org/doi/10.1145/3394486.3403292,What is that Building?: An End-to-end System for Building Recognition from Streetside Images.
https://dl.acm.org/doi/10.1145/3394486.3403293,MultiSage: Empowering GCN with Contextualized Multi-Embeddings on Web-Scale Multipartite Networks.
https://dl.acm.org/doi/10.1145/3394486.3403294,HetETA: Heterogeneous Information Network Embedding for Estimating Time of Arrival.
https://dl.acm.org/doi/10.1145/3394486.3403295,Hubble: An Industrial System for Audience Expansion in Mobile Marketing.
https://dl.acm.org/doi/10.1145/3394486.3403296,Scaling Graph Neural Networks with Approximate PageRank.
https://dl.acm.org/doi/10.1145/3394486.3403297,Combo-Attention Network for Baidu Video Advertising.
https://dl.acm.org/doi/10.1145/3394486.3403298,Federated Doubly Stochastic Kernel Learning for Vertically Partitioned Data.
https://dl.acm.org/doi/10.1145/3394486.3403299,To Tune or Not to Tune?: In Search of Optimal Configurations for Data Analytics.
